"NOME_MUNICIPIO",">2ppb","=2ppb","1ppb<x<2ppb","=1ppb","0.1ppb<x<1ppb","=0.1ppb","0ppb<x<0.1ppb","=0ppb","all Detections","all Measurements","Population","UF"
"JAPURA",0,0,0,0,0,3,1,2,6,32,4205,"AM"
"JAQUIRANA",0,0,0,0,0,0,0,0,0,5,4083,"RS"
"JARAGUA",0,0,0,0,0,0,0,0,0,2,48216,"GO"
"JARAGUA DO SUL",0,0,0,0,0,0,0,0,0,112,170835,"SC"
"JARDIM ALEGRE",0,0,0,0,0,0,0,0,0,5,12019,"PR"
"JARDIM OLINDA",0,0,0,2,0,0,0,0,2,4,1396,"PR"
"JARDINOPOLIS",0,0,0,0,0,7,0,1,8,53,42904,"SP"
"JARINU",0,0,0,0,2,0,0,0,2,11,28540,"SP"
"JATAI",0,0,0,0,4,1,0,7,12,22,98128,"GO"
"JATAIZINHO",0,0,0,0,0,0,0,0,0,3,12615,"PR"
"JATEI",0,0,0,0,0,0,0,0,0,10,4025,"MS"
"JAU",0,0,0,0,0,0,1,12,13,74,146338,"SP"
"JAU DO TOCANTINS",0,0,0,0,0,0,0,0,0,6,3821,"TO"
"JAUPACI",0,0,0,0,0,0,0,0,0,10,3004,"GO"
"JEREMOABO",0,0,0,2,0,0,0,0,2,2,41605,"BA"
"JERICO",0,0,0,0,0,0,0,0,0,1,7742,"PB"
"JESUITAS",0,0,0,0,0,0,0,0,0,14,8861,"PR"
"JI-PARANA",0,0,0,0,0,0,4,0,4,4,132667,"RO"
"JIQUIRICA",0,0,0,4,0,0,0,0,4,4,15106,"BA"
"JITAUNA",0,0,0,4,0,0,0,0,4,4,12692,"BA"
"JOACABA",0,0,0,0,9,2,6,0,17,21,29608,"SC"
"JOANOPOLIS",0,0,0,0,1,0,8,4,13,13,12947,"SP"
"JOAO PESSOA",0,0,0,0,0,0,0,0,0,4,811598,"PB"
"JOAO RAMALHO",0,0,0,0,0,0,12,3,15,15,4468,"SP"
"JOAQUIM TAVORA",0,0,0,0,0,0,0,0,0,24,11731,"PR"
"JOSE BONIFACIO",0,0,0,0,0,0,0,0,0,123,36198,"SP"
"JUARA",0,2,0,0,0,0,0,0,2,3,33851,"MT"
"JUARINA",0,0,0,0,0,0,0,0,0,5,2229,"TO"
"JUCURUCU",0,0,0,3,0,0,0,0,3,3,9924,"BA"
"JULIO DE CASTILHOS",0,0,0,0,0,0,0,1,1,4,20012,"RS"
"JUMIRIM",0,0,0,1,0,0,0,0,1,9,3237,"SP"
"JUNDIAI",0,0,1,1,1,0,1,0,4,147,409497,"SP"
"JUNDIAI DO SUL",0,0,0,0,0,0,0,0,0,7,3430,"PR"
"JUNQUEIROPOLIS",0,0,0,0,3,0,0,0,3,6,20353,"SP"
"JUPIA",0,0,0,0,0,7,0,0,7,9,2127,"SC"
"JUQUITIBA",0,0,0,0,1,2,2,3,8,12,31027,"SP"
"JURANDA",0,1,0,0,0,0,1,0,2,11,7650,"PR"
"JURU",0,0,0,0,0,0,0,0,0,2,9868,"PB"
"JUSSARA",0,0,0,0,1,0,0,4,5,16,16006,"BA"
"JUSSIAPE",0,0,0,6,0,0,0,0,6,6,7066,"BA"
"JUTI",0,0,0,0,0,0,0,0,0,7,6553,"MS"
"KALORE",0,0,0,0,0,0,0,0,0,5,4368,"PR"
"LACERDOPOLIS",0,0,0,0,0,0,0,0,0,2,2251,"SC"
"LAFAIETE COUTINHO",0,0,0,4,0,0,0,0,4,4,3975,"BA"
"LAGARTO",0,0,0,0,29,0,0,0,29,29,104099,"SE"
"LAGES",0,0,0,0,2,1,3,0,6,24,158508,"SC"
"LAGOA",0,0,0,0,0,0,0,0,0,2,4666,"PB"
"LAGOA BONITA DO SUL",0,0,0,0,0,0,0,3,3,5,2852,"RS"
"LAGOA DA CONFUSAO",0,0,0,0,0,0,0,0,0,2,12808,"TO"
"LAGOA DO TOCANTINS",0,0,0,0,0,0,0,0,0,4,4191,"TO"
"LAGOA FORMOSA",0,0,0,0,0,0,0,0,0,18,18175,"MG"
"LAGOA REAL",0,0,0,1,0,0,0,0,1,1,16029,"BA"
"LAGOA SANTA",0,0,0,0,0,0,0,2,2,3,61752,"MG"
"LAGOA VERMELHA",0,0,1,0,0,0,0,0,1,6,28454,"RS"
"LAGOAO",0,0,0,0,0,0,0,0,0,2,6516,"RS"
"LAGOINHA",0,0,0,0,0,0,4,1,5,5,4943,"SP"
"LAGUNA",0,0,0,0,0,0,0,0,0,3,45311,"SC"
"LAGUNA CARAPA",0,0,0,0,0,0,0,0,0,5,7177,"MS"
"LAJE",0,0,0,2,0,0,0,0,2,2,24306,"BA"
"LAJEADO",0,0,0,0,0,0,0,0,0,3,3092,"TO"
"LAJEDAO",0,0,0,6,0,0,0,0,6,6,4068,"BA"
"LAJEDINHO",0,0,0,2,0,0,0,0,2,2,4017,"BA"
"LAJEDO DO TABOCAL",0,0,0,2,0,0,0,0,2,2,8886,"BA"
"LAMARAO",0,0,0,3,0,0,0,0,3,3,9007,"BA"
"LAMBARI",0,0,0,5,0,0,0,0,5,7,20870,"MG"
"LAMBARI D'OESTE",0,0,0,0,0,1,0,0,1,1,5887,"MT"
"LAPA",0,0,0,0,0,0,0,0,0,44,48067,"PR"
"LARANJAL",0,0,0,0,0,0,0,0,0,7,6852,"MG"
"LARANJAL PAULISTA",0,0,0,0,3,0,11,4,18,28,27890,"SP"
"LARANJEIRAS DO SUL",0,0,0,0,0,0,4,0,4,14,32379,"PR"
"LAURO MULLER",0,0,0,0,0,0,0,0,0,8,15149,"SC"
"LAVINIA",0,0,0,0,0,0,2,2,4,8,11156,"SP"
"LAVRAS DO SUL",0,0,0,0,0,0,0,0,0,7,7807,"RS"
"LAVRINHAS",0,0,0,0,0,0,3,0,3,4,7150,"SP"
"LEBON REGIS",0,0,0,0,0,8,0,0,8,11,12133,"SC"
"LEME",0,0,0,17,3,0,21,0,41,116,101184,"SP"
"LENCOIS",0,0,0,5,0,0,0,0,5,5,11636,"BA"
"LENCOIS PAULISTA",0,0,0,24,2,0,40,0,66,71,67185,"SP"
"LEOBERTO LEAL",0,0,0,0,0,2,0,0,2,8,3140,"SC"
"LEOPOLDO DE BULHOES",0,0,0,0,1,0,0,0,1,8,7773,"GO"
"LEOPOLIS",0,0,0,0,0,0,2,0,2,11,4131,"PR"
"LICINIO DE ALMEIDA",0,0,0,1,0,0,0,0,1,1,12969,"BA"
"LIDIANOPOLIS",0,0,0,0,0,0,0,0,0,8,3662,"PR"
"LIMEIRA",0,0,0,0,0,0,0,0,0,127,300911,"SP"
"LINDOESTE",0,0,0,0,0,0,1,0,1,8,5071,"PR"
"LINDOIA",0,0,0,0,0,0,1,0,1,1,7695,"SP"
"LINDOIA DO SUL",0,0,0,0,3,1,0,2,6,16,4615,"SC"
"LINHARES",0,0,0,0,0,0,0,0,0,1,169048,"ES"
"LINS",0,0,0,0,0,0,5,6,11,13,77021,"SP"
"LIVRAMENTO DE NOSSA SENHORA",0,0,0,5,0,0,0,0,5,5,46739,"BA"
"LIZARDA",0,0,0,0,0,0,0,0,0,2,3787,"TO"
"LOANDA",0,0,0,0,0,0,0,0,0,5,22903,"PR"
"LOBATO",0,0,0,1,0,1,0,0,2,3,4751,"PR"
"LONDRINA",0,0,0,0,0,0,0,0,0,82,558439,"PR"
"LORENA",0,0,0,0,0,1,4,10,15,121,87980,"SP"
"LOURDES",1,1,0,0,0,0,1,3,6,6,2270,"SP"
"LOUVEIRA",0,0,0,0,0,0,1,0,1,42,45922,"SP"
"LUCAS DO RIO VERDE",0,0,0,0,0,0,0,0,0,13,61515,"MT"
"LUCELIA",0,0,0,0,0,0,4,6,10,12,21461,"SP"
"LUCIANOPOLIS",0,1,0,0,0,0,1,5,7,10,2381,"SP"
"LUIS ANTONIO",0,0,0,0,0,0,3,0,3,19,14021,"SP"
"LUIS EDUARDO MAGALHAES",0,0,0,1,0,0,0,0,1,1,83557,"BA"
"LUIZ ALVES",0,0,0,0,0,0,0,0,0,8,12413,"SC"
"LUIZIANA",0,0,0,0,0,0,0,0,0,6,7455,"PR"
"LUIZIANIA",0,0,0,0,0,0,3,2,5,7,5633,"SP"
"LUNARDELLI",0,0,0,0,0,0,0,2,2,9,5063,"PR"
"LUPERCIO",0,0,0,0,0,0,2,0,2,2,4573,"SP"
"LUPIONOPOLIS",0,0,0,0,0,0,0,0,0,7,4911,"PR"
"LUZERNA",0,0,0,0,0,0,0,0,0,8,5705,"SC"
"LUZIANIA",0,0,0,0,2,0,1,17,20,21,199615,"GO"
"LUZINOPOLIS",0,0,0,0,0,0,0,0,0,4,3038,"TO"
"MACAMBARA",0,0,0,0,0,0,0,1,1,4,4804,"RS"
"MACARANI",0,0,0,1,0,0,0,0,1,1,19110,"BA"
"MACATUBA",0,0,0,0,0,0,2,1,3,3,17111,"SP"
"MACAUBAL",0,0,0,22,0,0,0,0,22,32,8086,"SP"
"MACAUBAS",0,0,0,1,0,0,0,0,1,1,50987,"BA"
"MACEDONIA",0,0,0,0,0,0,6,3,9,11,3736,"SP"
"MACHADINHO",0,0,0,0,0,0,0,0,0,7,5640,"RS"
"MACIEIRA",0,0,0,0,0,3,0,1,4,8,1799,"SC"
"MADRE DE DEUS DE MINAS",0,0,0,0,0,1,0,0,1,2,5153,"MG"
"MAETINGA",0,0,0,3,0,0,0,0,3,3,4456,"BA"
"MAFRA",0,0,0,0,0,0,0,0,0,25,55907,"SC"
"MAGDA",0,0,0,0,9,0,1,0,10,10,3185,"SP"
"MAIQUINIQUE",0,0,0,3,0,0,0,0,3,3,10274,"BA"
"MAIRI",0,0,0,1,0,0,0,0,1,1,19695,"BA"
"MAIRINQUE",1,0,0,0,0,0,0,0,1,10,46567,"SP"
"MAIRIPORA",0,0,0,0,0,0,1,0,1,20,95601,"SP"
"MAIRIPOTABA",0,0,0,0,0,0,0,2,2,4,2432,"GO"
"MAJOR GERCINO",0,0,0,0,0,0,0,0,0,10,3429,"SC"
"MAJOR VIEIRA",0,0,0,0,0,0,0,0,0,6,8015,"SC"
"MALHADA",0,0,0,4,0,0,0,0,4,4,17526,"BA"
"MALHADA DE PEDRAS",0,0,0,3,0,0,0,0,3,3,8856,"BA"
"MALLET",0,0,0,0,0,0,25,0,25,27,13738,"PR"
"MAMANGUAPE",0,0,0,0,0,0,0,0,0,2,45005,"PB"
"MAMBAI",0,0,0,0,0,0,0,2,2,2,8271,"GO"
"MAMBORE",0,0,0,0,0,0,1,0,1,7,13798,"PR"
"MANAIRA",0,0,0,0,0,0,0,0,0,1,11120,"PB"
"MANAUS",0,0,0,0,0,0,0,0,0,22,2130264,"AM"
"MANDAGUACU",0,0,0,0,0,0,0,4,4,20,22164,"PR"
"MANDAGUARI",0,0,0,0,0,0,0,0,0,2,34559,"PR"
"MANDIRITUBA",0,0,0,0,0,0,5,0,5,26,25662,"PR"
"MANDURI",0,0,0,0,0,5,0,5,10,10,9714,"SP"
"MANGUEIRINHA",0,0,0,0,0,0,1,15,16,25,17269,"PR"
"MANOEL RIBAS",0,0,0,0,0,0,0,0,0,4,13708,"PR"
"MANOEL VITORINO",0,0,0,2,0,0,0,0,2,2,14251,"BA"
"MANSIDAO",0,0,0,4,0,0,0,0,4,4,13959,"BA"
"MANTENA",0,4,0,7,4,0,8,0,23,23,28132,"MG"
"MARA ROSA",0,0,0,0,0,0,0,0,0,2,10228,"GO"
"MARABA PAULISTA",0,0,0,0,0,0,3,2,5,5,5611,"SP"
"MARACAJU",0,0,0,3,0,0,0,0,3,25,44994,"MS"
"MARACAS",0,0,0,8,0,0,0,0,8,8,23018,"BA"
"MARAGOGIPE",0,0,0,6,0,0,0,0,6,6,46260,"BA"
"MARANGUAPE",0,0,0,0,0,0,0,1,1,1,126486,"CE"
"MARAPOAMA",0,0,0,0,0,0,0,0,0,13,2949,"SP"
"MARAU",0,0,0,1,0,0,0,1,2,8,21313,"BA"
"MARAVILHA",0,0,0,0,4,10,0,0,14,16,9418,"AL"
"MARCELANDIA",0,0,0,0,3,0,0,0,3,3,10422,"MT"
"MARCELINO RAMOS",0,0,0,0,0,0,0,0,0,7,4941,"RS"
"MARCIONILIO SOUZA",0,0,0,6,0,0,0,0,6,6,10931,"BA"
"MARECHAL CANDIDO RONDON",0,0,0,0,0,0,0,0,0,103,51795,"PR"
"MAREMA",0,0,0,0,0,0,0,0,0,9,1906,"SC"
"MARIA HELENA",0,0,0,0,0,0,0,0,0,12,5932,"PR"
"MARIALVA",0,0,0,0,0,0,0,0,0,51,34955,"PR"
"MARIANA",0,2,0,0,0,0,0,0,2,35,59857,"MG"
"MARIANO MORO",0,0,0,0,0,0,0,0,0,5,2190,"RS"
"MARIANOPOLIS DO TOCANTINS",0,0,0,0,0,0,0,0,0,4,5054,"TO"
"MARIAPOLIS",0,0,0,0,0,0,4,6,10,15,4087,"SP"
"MARILANDIA",0,0,0,0,0,0,0,0,0,1,12602,"ES"
"MARILANDIA DO SUL",0,0,0,0,0,0,0,0,0,11,9068,"PR"
"MARILENA",0,0,0,0,0,0,0,0,0,2,7166,"PR"
"MARILIA",0,0,0,0,0,0,4,0,4,132,235234,"SP"
"MARILUZ",0,0,0,0,0,0,0,0,0,3,10555,"PR"
"MARINGA",0,0,0,0,0,0,0,0,0,37,406693,"PR"
"MARINOPOLIS",0,0,0,0,2,0,3,1,6,7,2140,"SP"
"MARIOPOLIS",0,0,0,0,0,0,0,0,0,8,6638,"PR"
"MARIPA",0,0,0,0,0,0,0,0,0,21,5776,"PR"
"MARLIERIA",0,0,0,2,0,0,0,0,2,2,4129,"MG"
"MARMELEIRO",0,0,0,0,0,0,0,0,0,14,14539,"PR"
"MARQUINHO",0,0,0,0,0,0,0,0,0,14,4725,"PR"
"MARUMBI",0,0,0,1,0,0,0,0,1,1,4765,"PR"
"MASCOTE",0,0,0,10,0,0,0,0,10,10,14728,"BA"
"MASSARANDUBA",0,0,0,0,0,0,0,0,0,9,13853,"PB"
"MATA",0,0,0,0,0,0,0,0,0,4,5124,"RS"
"MATA DE SAO JOAO",0,0,0,13,0,0,0,0,13,17,46998,"BA"
"MATAO",0,0,0,0,0,0,4,0,4,85,82307,"SP"
"MATEIROS",0,0,0,0,0,0,0,0,0,6,2614,"TO"
"MATELANDIA",0,0,0,0,0,0,2,0,2,13,17640,"PR"
"MATINHOS",0,0,0,0,0,0,0,0,0,4,33450,"PR"
"MATO RICO",0,0,0,0,0,0,0,0,0,5,3576,"PR"
"MATOS COSTA",0,0,0,0,0,2,0,1,3,7,2614,"SC"
"MATUPA",0,0,0,0,2,0,0,0,2,3,15870,"MT"
"MAUA",0,0,0,0,0,0,0,1,1,17,462005,"SP"
"MAUA DA SERRA",0,0,0,0,0,0,0,0,0,5,10039,"PR"
"MAXIMILIANO DE ALMEIDA",0,0,0,0,1,0,0,0,1,10,4804,"RS"
"MEDEIROS NETO",0,0,0,4,0,0,0,0,4,4,23586,"BA"
"MEDIANEIRA",0,0,0,0,0,0,4,0,4,16,45586,"PR"
"MELEIRO",0,1,0,0,3,0,1,0,5,5,7047,"SC"
"MENDONCA",0,0,0,0,0,0,0,0,0,36,5302,"SP"
"MERCEDES",0,0,0,0,0,0,0,0,0,104,5476,"PR"
"MERIDIANO",0,0,0,0,1,0,8,4,13,16,3892,"SP"
"MESOPOLIS",0,0,0,0,0,0,3,2,5,7,1926,"SP"
"MIMOSO DE GOIAS",0,0,0,0,0,0,0,4,4,5,2702,"GO"
"MINACU",0,0,0,0,0,0,0,0,0,2,30696,"GO"
"MINAS DO LEAO",0,0,0,0,0,0,0,0,0,1,8059,"RS"
"MINEIROS",0,0,0,0,0,0,2,0,2,15,62750,"GO"
"MINEIROS DO TIETE",0,0,0,0,8,0,0,0,8,32,12812,"SP"
"MIRA ESTRELA",0,0,0,0,0,0,3,2,5,7,3045,"SP"
"MIRACEMA DO TOCANTINS",0,0,0,0,0,0,0,0,0,4,19055,"TO"
"MIRADOR",0,0,0,0,0,0,0,0,0,2,20613,"MA"
"MIRAGUAI",0,0,0,0,1,0,0,0,1,5,4975,"RS"
"MIRANDOPOLIS",1,0,0,24,0,0,0,0,25,25,29315,"SP"
"MIRANGABA",0,0,0,3,0,0,0,0,3,3,18729,"BA"
"MIRANORTE",0,0,0,0,0,0,0,0,0,3,13426,"TO"
"MIRANTE",0,0,0,2,0,0,0,0,2,2,9578,"BA"
"MIRANTE DO PARANAPANEMA",0,0,0,0,4,0,8,8,20,28,18130,"SP"
"MIRASELVA",0,0,0,0,0,0,0,0,0,1,1875,"PR"
"MIRASSOL",0,0,0,0,0,0,3,0,3,45,58760,"SP"
"MIRASSOLANDIA",0,0,0,42,0,0,0,0,42,56,4758,"SP"
"MIRIM DOCE",0,0,0,0,0,6,0,0,6,14,2374,"SC"
"MISSAL",0,0,0,0,0,0,0,0,0,7,10879,"PR"
"MOCOCA",0,0,0,0,0,0,22,3,25,43,68994,"SP"
"MODELO",0,0,0,0,0,11,0,0,11,17,4192,"SC"
"MOEMA",0,3,0,0,16,0,0,0,19,28,7525,"MG"
"MOGI DAS CRUZES",0,3,0,1,0,0,4,0,8,126,433901,"SP"
"MOGI GUACU",0,0,0,0,12,0,2,0,14,69,149396,"SP"
"MOGI MIRIM",0,0,0,40,0,0,4,0,44,54,92365,"SP"
"MONCOES",0,0,0,0,0,0,5,0,5,5,2249,"SP"
"MONDAI",0,0,0,0,0,7,0,0,7,10,11496,"SC"
"MONGAGUA",0,0,0,0,0,0,0,2,2,6,54257,"SP"
"MONTE ALEGRE DE GOIAS",0,0,0,0,0,1,0,0,1,8,8464,"GO"
"MONTE ALTO",0,0,0,0,1,0,3,0,4,42,49979,"SP"
"MONTE APRAZIVEL",0,0,0,0,0,0,2,0,2,22,24393,"SP"
"MONTE AZUL PAULISTA",0,0,0,0,0,0,23,0,23,86,19234,"SP"
"MONTE CARMELO",0,0,0,0,18,0,0,0,18,30,48248,"MG"
"MONTE CASTELO",0,0,0,0,0,3,17,0,20,40,4190,"SP"
"MONTE DO CARMO",0,0,0,0,0,0,0,0,0,2,7770,"TO"
"MONTE HOREBE",0,0,0,0,0,0,0,0,0,1,4825,"PB"
"MONTE MOR",0,0,0,0,0,0,1,1,2,99,57240,"SP"
"MONTE SANTO DO TOCANTINS",0,0,0,0,0,0,0,0,0,3,2264,"TO"
"MONTEIRO",0,0,0,0,0,0,0,0,0,1,33294,"PB"
"MONTEIRO LOBATO",0,0,0,0,0,0,12,4,16,16,4549,"SP"
"MONTENEGRO",0,0,0,0,0,0,0,0,0,11,63868,"RS"
"MONTES CLAROS",0,0,0,0,0,0,2,0,2,2,402027,"MG"
"MONTES CLAROS DE GOIAS",0,0,0,0,0,0,0,0,0,2,8236,"GO"
"MONTIVIDIU",0,0,0,0,0,0,0,6,6,8,12566,"GO"
"MOREIRA SALES",0,0,0,0,0,0,0,0,0,4,12621,"PR"
"MORPARA",0,0,0,4,0,0,0,0,4,4,8950,"BA"
"MORRETES",0,0,0,0,0,0,2,0,2,15,16540,"PR"
"MORRINHOS",0,0,0,0,1,0,0,0,1,19,22222,"CE"
"MORRO AGUDO",0,0,0,2,0,0,17,0,19,85,32220,"SP"
"MORRO DA FUMACA",0,0,0,0,1,5,0,0,6,33,17532,"SC"
"MORRO DO CHAPEU",0,0,0,5,0,0,0,0,5,5,36856,"BA"
"MORRO GRANDE",0,0,3,5,0,0,0,0,8,8,2915,"SC"
"MORRO REDONDO",0,0,0,0,0,0,0,0,0,3,6566,"RS"
"MORRO REUTER",0,0,0,0,0,0,0,0,0,4,6183,"RS"
"MOSTARDAS",0,0,0,0,0,0,2,0,2,2,12794,"RS"
"MOTUCA",0,0,0,0,0,0,0,0,0,3,4676,"SP"
"MOZARLANDIA",0,0,0,0,3,0,1,0,4,10,15125,"GO"
"MUCUGE",0,0,0,0,0,0,2,0,2,2,9957,"BA"
"MUCURI",0,0,0,8,0,0,0,0,8,8,42072,"BA"
"MUCURICI",0,0,0,0,0,0,0,0,0,2,5861,"ES"
"MUITOS CAPOES",0,0,0,0,0,0,0,0,0,10,3156,"RS"
"MULUNGU DO MORRO",0,0,0,2,0,0,0,0,2,2,11988,"BA"
"MUNDO NOVO",0,0,0,0,0,0,0,0,0,9,27364,"BA"
"MUNHOZ DE MELO",0,0,0,0,0,0,0,0,0,9,3958,"PR"
"MUNIZ FERREIRA",0,0,0,2,0,0,0,0,2,2,7678,"BA"
"MUQUEM DE SAO FRANCISCO",0,0,0,4,0,0,0,0,4,4,11644,"BA"
"MURIAE",0,0,0,1,0,0,0,0,1,21,108537,"MG"
"MURIBECA",0,0,0,0,2,0,0,0,2,2,7683,"SE"
"MURICILANDIA",0,0,0,0,0,0,0,0,0,6,3507,"TO"
"MURITIBA",0,0,0,4,0,0,0,0,4,4,30631,"BA"
"NACIP RAYDAN",0,0,0,0,0,0,0,2,2,2,3274,"MG"
"NANTES",0,0,0,0,0,0,0,0,0,1,3049,"SP"
"NAO-ME-TOQUE",0,0,0,0,0,0,0,0,0,3,17185,"RS"
"NARANDIBA",0,0,0,0,0,0,0,0,0,8,4746,"SP"
"NATIVIDADE",0,0,0,0,0,0,0,0,0,12,9312,"TO"
"NATUBA",0,0,0,0,0,0,0,0,0,1,10460,"PB"
"NAVIRAI",0,0,0,0,0,0,0,0,0,22,53188,"MS"
"NAZARE",0,0,0,1,0,0,0,0,1,56,4060,"TO"
"NAZARE PAULISTA",0,0,0,0,0,0,4,0,4,10,18121,"SP"
"NAZARIO",0,0,0,0,0,0,0,1,1,4,8850,"GO"
"NEOPOLIS",0,0,0,0,11,0,0,0,11,11,18953,"SE"
"NEPOMUCENO",0,0,0,0,0,0,0,0,0,20,27053,"MG"
"NEVES PAULISTA",0,0,0,0,0,13,0,0,13,13,8999,"SP"
"NHANDEARA",0,0,0,0,4,4,7,1,16,16,11398,"SP"
"NILO PECANHA",0,0,0,1,0,0,0,0,1,1,14368,"BA"
"NIOAQUE",0,0,1,0,0,0,0,0,1,1,14092,"MS"
"NIPOA",0,0,0,0,0,0,0,0,0,3,4994,"SP"
"NIQUELANDIA",0,0,0,0,0,1,0,0,1,3,45913,"GO"
"NONOAI",0,0,0,0,0,0,0,0,0,5,12247,"RS"
"NORMANDIA",0,0,0,0,0,0,0,0,0,1,10527,"RR"
"NOVA ALIANCA",0,0,0,2,0,0,0,0,2,43,6733,"SP"
"NOVA ALIANCA DO IVAI",0,0,0,0,0,0,0,0,0,3,1536,"PR"
"NOVA ALVORADA DO SUL",0,0,0,2,0,0,0,0,2,10,20772,"MS"
"NOVA AMERICA",0,0,0,0,3,0,0,0,3,6,2373,"GO"
"NOVA AMERICA DA COLINA",0,0,0,0,0,0,1,0,1,7,3545,"PR"
"NOVA ANDRADINA",0,0,0,0,0,0,0,0,0,11,52625,"MS"
"NOVA ARACA",0,0,0,0,0,0,0,0,0,5,4471,"RS"
"NOVA AURORA",0,0,0,0,0,0,0,0,0,25,11300,"PR"
"NOVA BASSANO",0,0,0,0,0,0,0,0,0,5,9599,"RS"
"NOVA BRESCIA",0,0,0,0,0,0,0,0,0,1,3344,"RS"
"NOVA CAMPINA",0,0,0,0,0,0,0,2,2,2,9504,"SP"
"NOVA CANAA",0,0,0,6,0,0,0,0,6,6,17141,"BA"
"NOVA CANAA DO NORTE",0,4,0,0,0,0,0,0,4,4,12388,"MT"
"NOVA CANAA PAULISTA",0,0,0,0,0,0,6,6,12,14,1978,"SP"
"NOVA CANTU",0,0,0,0,0,0,0,0,0,22,6295,"PR"
"NOVA CASTILHO",0,0,0,0,2,0,5,1,8,8,1239,"SP"
"NOVA CRIXAS",0,0,0,0,0,0,0,4,4,8,12810,"GO"
"NOVA ERECHIM",0,0,0,0,0,0,0,0,0,12,4879,"SC"
"NOVA ESPERANCA",0,0,0,0,0,0,0,0,0,15,28084,"PR"
"NOVA ESPERANCA DO SUDOESTE",0,0,0,0,0,0,0,0,0,7,5194,"PR"
"NOVA ESPERANCA DO SUL",0,0,0,0,0,0,0,0,0,9,5125,"RS"
"NOVA EUROPA",0,0,0,0,0,0,3,4,7,16,10755,"SP"
"NOVA FATIMA",0,0,0,0,0,0,0,0,0,6,8119,"BA"
"NOVA FRIBURGO",0,0,0,0,0,0,0,0,0,118,185381,"RJ"
"NOVA GLORIA",0,0,0,0,0,0,0,0,0,8,8521,"GO"
"NOVA GRANADA",0,0,0,0,0,0,1,0,1,13,21071,"SP"
"NOVA GUATAPORANGA",0,0,0,0,0,0,3,2,5,7,2304,"SP"
"NOVA IBIA",0,0,0,3,0,0,0,0,3,3,6986,"BA"
"NOVA IGUACU DE GOIAS",0,0,0,0,0,0,0,0,0,2,2961,"GO"
"NOVA INDEPENDENCIA",0,0,0,0,9,0,5,0,14,19,3745,"SP"
"NOVA ITABERABA",0,0,0,0,0,0,0,0,0,5,4339,"SC"
"NOVA LACERDA",0,0,0,0,0,1,1,0,2,2,6338,"MT"
"NOVA LARANJEIRAS",0,0,0,0,0,0,0,0,0,8,11927,"PR"
"NOVA LIMA",0,0,0,0,1,0,0,0,1,1,92178,"MG"
"NOVA LONDRINA",0,0,0,0,0,0,0,0,0,5,13486,"PR"
"NOVA LUZITANIA",0,0,0,0,9,0,0,0,9,9,3953,"SP"
"NOVA MUTUM",0,0,0,0,0,0,0,0,0,100,42607,"MT"
"NOVA ODESSA",0,0,0,2,1,0,4,0,7,40,58227,"SP"
"NOVA OLIMPIA",0,0,0,0,0,0,0,0,0,5,5829,"PR"
"NOVA OLINDA",0,0,0,0,0,0,0,0,0,10,11715,"TO"
"NOVA PALMA",0,0,0,0,0,0,0,1,1,4,6605,"RS"
"NOVA PETROPOLIS",0,0,0,0,0,0,0,0,0,14,20675,"RS"
"NOVA PONTE",0,0,0,0,0,0,0,0,0,72,14934,"MG"
"NOVA PRATA",0,0,0,0,0,0,0,0,0,5,25559,"RS"
"NOVA PRATA DO IGUACU",0,0,0,0,0,0,0,0,0,7,10745,"PR"
"NOVA REDENCAO",0,0,0,2,0,0,0,0,2,2,9500,"BA"
"NOVA ROMA DO SUL",0,0,0,0,0,0,0,0,0,4,3603,"RS"
"NOVA ROSALANDIA",0,0,0,0,0,0,0,0,0,2,4203,"TO"
"NOVA SANTA BARBARA",0,0,0,0,0,0,0,0,0,2,4217,"PR"
"NOVA SANTA HELENA",0,0,0,0,0,0,0,0,0,2,3596,"MT"
"NOVA SANTA RITA",0,0,0,0,0,0,0,0,0,6,4302,"PI"
"NOVA SANTA ROSA",0,0,0,0,0,0,0,0,0,7,8186,"PR"
"NOVA SOURE",0,0,0,2,0,0,0,0,2,2,25460,"BA"
"NOVA TEBAS",0,0,0,0,0,0,0,0,0,8,6498,"PR"
"NOVA TRENTO",0,0,0,0,2,0,6,0,8,12,14099,"SC"
"NOVA VENEZA",0,0,0,0,1,0,0,0,1,26,14837,"SC"
"NOVA VICOSA",0,0,0,12,0,0,0,0,12,12,44052,"BA"
"NOVO ACORDO",0,0,0,0,0,0,0,0,0,2,4267,"TO"
"NOVO ALEGRE",0,0,0,0,0,0,0,0,0,6,2353,"TO"
"NOVO BRASIL",0,0,0,0,0,0,0,2,2,7,3242,"GO"
"NOVO GAMA",0,0,0,0,0,0,1,0,1,2,110096,"GO"
"NOVO HAMBURGO",0,0,0,0,0,0,0,0,0,15,249508,"RS"
"NOVO HORIZONTE",0,0,0,0,0,0,0,0,0,3,12514,"BA"
"NOVO HORIZONTE DO SUL",0,0,0,0,0,0,0,0,0,5,4041,"MS"
"NOVO ITACOLOMI",0,0,0,0,0,0,0,0,0,2,2908,"PR"
"NOVO JARDIM",0,0,0,0,0,0,0,0,0,4,2697,"TO"
"NOVO PLANALTO",0,0,0,0,0,0,0,0,0,1,4387,"GO"
"NOVO TRIUNFO",0,0,0,3,0,0,0,0,3,3,16037,"BA"
